item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Sneakers,Footwear,31,Tennessee,XL,Indigo,Fall,Yes,Yes,Cash,2025-04-27 21:59:02,2025-04-27 21:59:02
Skirt,Clothing,75,Tennessee,M,Pink,Spring,No,No,PayPal,2025-04-16 09:42:30,2025-04-16 09:42:30
Gloves,Accessories,91,Tennessee,M,Silver,Summer,Yes,Yes,Venmo,2025-02-13 23:25:41,2025-02-13 23:25:41
Sneakers,Footwear,96,Tennessee,S,Orange,Fall,No,No,Credit Card,2025-03-02 11:07:54,2025-03-02 11:07:54
Hat,Accessories,82,Tennessee,XL,Peach,Fall,No,No,PayPal,2025-04-15 03:42:44,2025-04-15 03:42:44
Coat,Outerwear,84,Tennessee,S,Lavender,Spring,No,No,Cash,2025-03-21 05:02:18,2025-03-21 05:02:18
Jacket,Outerwear,57,Tennessee,L,Gold,Spring,No,No,Cash,2025-04-10 04:57:44,2025-04-10 04:57:44
Backpack,Accessories,37,Tennessee,L,Olive,Fall,Yes,Yes,Credit Card,2025-04-10 08:24:40,2025-04-10 08:24:40
Dress,Clothing,83,Tennessee,M,Red,Winter,Yes,Yes,Credit Card,2025-02-05 18:39:21,2025-02-05 18:39:21
Shorts,Clothing,84,Tennessee,S,Beige,Winter,No,No,Cash,2025-03-02 04:25:58,2025-03-02 04:25:58
Sandals,Footwear,21,Tennessee,L,Orange,Spring,No,No,Venmo,2025-03-14 11:23:04,2025-03-14 11:23:04
Coat,Outerwear,37,Tennessee,M,Cyan,Spring,Yes,Yes,Credit Card,2025-04-25 09:55:02,2025-04-25 09:55:02
Coat,Outerwear,37,Tennessee,M,Black,Summer,No,No,Venmo,2025-04-21 04:27:11,2025-04-21 04:27:11
Shorts,Clothing,46,Tennessee,L,Pink,Fall,Yes,Yes,Debit Card,2025-03-09 10:30:11,2025-03-09 10:30:11
Sunglasses,Accessories,71,Tennessee,M,Orange,Fall,Yes,Yes,Cash,2025-02-07 23:43:11,2025-02-07 23:43:11
Coat,Outerwear,42,Tennessee,M,Brown,Fall,No,No,PayPal,2025-03-07 18:35:02,2025-03-07 18:35:02
Jacket,Outerwear,89,Tennessee,M,Blue,Fall,No,No,PayPal,2025-03-19 14:11:33,2025-03-19 14:11:33
Backpack,Accessories,83,Tennessee,S,Violet,Spring,Yes,Yes,Cash,2025-04-21 17:46:14,2025-04-21 17:46:14
Hat,Accessories,80,Tennessee,M,Charcoal,Spring,No,No,Debit Card,2025-02-25 21:49:17,2025-02-25 21:49:17
Dress,Clothing,37,Tennessee,XL,Yellow,Winter,Yes,Yes,Bank Transfer,2025-02-27 04:00:53,2025-02-27 04:00:53
Sandals,Footwear,51,Tennessee,M,Gold,Fall,No,No,Cash,2025-03-27 19:15:56,2025-03-27 19:15:56
Sandals,Footwear,70,Tennessee,S,Teal,Spring,No,No,Cash,2025-03-16 19:53:08,2025-03-16 19:53:08
Handbag,Accessories,78,Tennessee,L,Beige,Winter,Yes,Yes,Cash,2025-02-17 00:03:29,2025-02-17 00:03:29
Jewelry,Accessories,98,Tennessee,M,Purple,Winter,Yes,Yes,Debit Card,2025-02-12 09:38:36,2025-02-12 09:38:36
Gloves,Accessories,33,Tennessee,S,Silver,Winter,Yes,Yes,Debit Card,2025-03-15 10:00:06,2025-03-15 10:00:06
Gloves,Accessories,22,Tennessee,M,Orange,Fall,No,No,Bank Transfer,2025-04-10 11:52:56,2025-04-10 11:52:56
Skirt,Clothing,48,Tennessee,M,Peach,Winter,No,No,Venmo,2025-04-10 10:40:25,2025-04-10 10:40:25
Shirt,Clothing,99,Tennessee,XL,Cyan,Spring,Yes,Yes,Venmo,2025-04-28 03:56:14,2025-04-28 03:56:14
Hat,Accessories,44,Tennessee,L,Pink,Winter,Yes,Yes,Venmo,2025-03-05 19:27:56,2025-03-05 19:27:56
Hoodie,Clothing,25,Tennessee,M,Silver,Summer,Yes,Yes,Bank Transfer,2025-03-06 15:28:55,2025-03-06 15:28:55
T-shirt,Clothing,81,Tennessee,M,Brown,Summer,Yes,Yes,Bank Transfer,2025-01-30 13:06:19,2025-01-30 13:06:19
Boots,Footwear,88,Tennessee,M,Indigo,Summer,No,No,PayPal,2025-04-15 00:58:07,2025-04-15 00:58:07
Jeans,Clothing,88,Tennessee,L,Teal,Winter,Yes,Yes,Credit Card,2025-03-29 13:14:52,2025-03-29 13:14:52
Hoodie,Clothing,80,Tennessee,L,Indigo,Winter,No,No,Cash,2025-04-09 15:26:20,2025-04-09 15:26:20
Blouse,Clothing,49,Tennessee,L,Purple,Spring,Yes,Yes,Debit Card,2025-03-13 17:15:09,2025-03-13 17:15:09
Shirt,Clothing,66,Tennessee,M,Silver,Winter,No,No,Cash,2025-04-23 03:52:29,2025-04-23 03:52:29
Hoodie,Clothing,80,Tennessee,S,Beige,Summer,Yes,Yes,Cash,2025-02-02 00:02:02,2025-02-02 00:02:02
Scarf,Accessories,36,Tennessee,L,Green,Summer,Yes,Yes,Bank Transfer,2025-02-09 18:04:09,2025-02-09 18:04:09
Handbag,Accessories,39,Tennessee,M,White,Spring,No,No,Debit Card,2025-03-05 04:59:55,2025-03-05 04:59:55
Sneakers,Footwear,98,Tennessee,L,Yellow,Fall,No,No,Venmo,2025-02-07 00:55:15,2025-02-07 00:55:15
T-shirt,Clothing,56,Tennessee,S,Lavender,Summer,No,No,Cash,2025-02-07 06:55:37,2025-02-07 06:55:37
Scarf,Accessories,95,Tennessee,M,Black,Fall,Yes,Yes,Bank Transfer,2025-03-22 09:03:19,2025-03-22 09:03:19
Blouse,Clothing,78,Tennessee,M,Violet,Spring,No,No,Venmo,2025-02-18 19:47:04,2025-02-18 19:47:04
Scarf,Accessories,71,Tennessee,M,Olive,Winter,Yes,Yes,Bank Transfer,2025-03-27 17:52:00,2025-03-27 17:52:00
T-shirt,Clothing,23,Tennessee,M,Silver,Summer,No,No,PayPal,2025-04-23 23:45:05,2025-04-23 23:45:05
Shoes,Footwear,38,Tennessee,XL,Olive,Spring,No,No,Credit Card,2025-04-14 11:56:20,2025-04-14 11:56:20
Socks,Clothing,25,Tennessee,M,Charcoal,Winter,No,No,PayPal,2025-02-21 17:32:18,2025-02-21 17:32:18
Sandals,Footwear,81,Tennessee,L,Green,Fall,Yes,Yes,Cash,2025-02-07 10:45:34,2025-02-07 10:45:34
Sandals,Footwear,80,Tennessee,M,Orange,Winter,Yes,Yes,Debit Card,2025-04-25 20:38:33,2025-04-25 20:38:33
Coat,Outerwear,39,Tennessee,S,Green,Fall,No,No,Cash,2025-04-29 20:17:38,2025-04-29 20:17:38
Sweater,Clothing,64,Tennessee,L,Maroon,Summer,Yes,Yes,PayPal,2025-03-05 01:42:42,2025-03-05 01:42:42
Hoodie,Clothing,23,Tennessee,L,Purple,Fall,Yes,Yes,PayPal,2025-03-12 19:46:45,2025-03-12 19:46:45
Dress,Clothing,81,Tennessee,L,Orange,Winter,No,No,Bank Transfer,2025-02-12 10:57:09,2025-02-12 10:57:09
Hat,Accessories,89,Tennessee,XL,Orange,Spring,Yes,Yes,Bank Transfer,2025-04-04 06:27:27,2025-04-04 06:27:27
Sandals,Footwear,92,Tennessee,XL,Lavender,Fall,No,No,Credit Card,2025-03-09 07:54:57,2025-03-09 07:54:57
T-shirt,Clothing,71,Tennessee,S,Silver,Spring,No,No,PayPal,2025-04-12 14:53:12,2025-04-12 14:53:12
Jacket,Outerwear,50,Tennessee,XL,Olive,Summer,No,No,Venmo,2025-03-23 07:33:38,2025-03-23 07:33:38
Shorts,Clothing,40,Tennessee,L,Maroon,Winter,No,No,Venmo,2025-02-03 05:32:50,2025-02-03 05:32:50
Jacket,Outerwear,73,Tennessee,M,Brown,Fall,No,No,PayPal,2025-03-01 12:20:38,2025-03-01 12:20:38
Skirt,Clothing,76,Tennessee,S,Silver,Spring,Yes,Yes,Bank Transfer,2025-04-13 02:56:10,2025-04-13 02:56:10
Sweater,Clothing,90,Tennessee,S,Violet,Summer,No,No,Debit Card,2025-04-02 06:48:54,2025-04-02 06:48:54
Sneakers,Footwear,54,Tennessee,M,Gray,Spring,Yes,Yes,Venmo,2025-03-28 06:48:49,2025-03-28 06:48:49
Sweater,Clothing,20,Tennessee,M,Cyan,Winter,Yes,Yes,Cash,2025-03-31 21:06:53,2025-03-31 21:06:53
Backpack,Accessories,63,Tennessee,S,Orange,Spring,Yes,Yes,Bank Transfer,2025-03-25 19:27:06,2025-03-25 19:27:06
Boots,Footwear,79,Tennessee,L,Green,Summer,No,No,Credit Card,2025-03-29 01:21:52,2025-03-29 01:21:52
Sandals,Footwear,39,Tennessee,S,White,Winter,No,No,Cash,2025-03-27 04:39:58,2025-03-27 04:39:58
Belt,Accessories,39,Tennessee,L,Gray,Spring,No,No,Bank Transfer,2025-03-19 08:50:53,2025-03-19 08:50:53
Sunglasses,Accessories,96,Tennessee,S,Silver,Summer,No,No,Venmo,2025-04-08 13:09:11,2025-04-08 13:09:11
Boots,Footwear,100,Tennessee,S,Red,Winter,Yes,Yes,Cash,2025-03-04 14:54:41,2025-03-04 14:54:41
Scarf,Accessories,32,Tennessee,L,Turquoise,Spring,Yes,Yes,Cash,2025-03-14 03:13:00,2025-03-14 03:13:00
Pants,Clothing,97,Tennessee,S,Maroon,Winter,Yes,Yes,Debit Card,2025-03-07 11:54:24,2025-03-07 11:54:24
Socks,Clothing,49,Tennessee,M,Brown,Summer,Yes,Yes,Bank Transfer,2025-02-18 04:51:45,2025-02-18 04:51:45
Backpack,Accessories,85,Tennessee,XL,Lavender,Winter,Yes,Yes,Debit Card,2025-02-28 08:08:07,2025-02-28 08:08:07
Sandals,Footwear,28,Tennessee,M,Beige,Fall,No,No,Debit Card,2025-02-04 07:57:17,2025-02-04 07:57:17
Handbag,Accessories,49,Tennessee,M,Gold,Fall,Yes,Yes,Cash,2025-02-28 15:59:28,2025-02-28 15:59:28
Handbag,Accessories,59,Tennessee,S,Cyan,Fall,Yes,Yes,Cash,2025-03-06 12:26:45,2025-03-06 12:26:45
Sunglasses,Accessories,47,Tennessee,S,Gray,Fall,No,No,Credit Card,2025-02-07 18:47:36,2025-02-07 18:47:36
Hat,Accessories,28,Tennessee,M,Beige,Fall,Yes,Yes,Bank Transfer,2025-02-19 05:08:23,2025-02-19 05:08:23
Gloves,Accessories,32,Tennessee,M,Orange,Winter,Yes,Yes,Cash,2025-02-21 19:56:16,2025-02-21 19:56:16
Shorts,Clothing,73,Tennessee,M,Turquoise,Fall,No,No,Venmo,2025-02-19 20:17:07,2025-02-19 20:17:07
Shorts,Clothing,50,Tennessee,XL,Beige,Spring,No,No,Cash,2025-03-02 21:18:21,2025-03-02 21:18:21
Jeans,Clothing,33,Tennessee,M,Pink,Spring,Yes,Yes,Cash,2025-02-12 09:57:52,2025-02-12 09:57:52
Scarf,Accessories,53,Tennessee,M,Charcoal,Fall,No,No,PayPal,2025-04-06 04:29:19,2025-04-06 04:29:19
Hoodie,Clothing,41,Tennessee,L,Pink,Spring,Yes,Yes,Venmo,2025-03-02 04:58:08,2025-03-02 04:58:08
Handbag,Accessories,43,Tennessee,L,Brown,Fall,No,No,Debit Card,2025-02-10 09:21:49,2025-02-10 09:21:49
Socks,Clothing,69,Tennessee,M,Purple,Fall,No,No,Bank Transfer,2025-03-24 18:45:32,2025-03-24 18:45:32
Gloves,Accessories,59,Tennessee,M,Beige,Spring,No,No,Bank Transfer,2025-02-15 13:02:15,2025-02-15 13:02:15
Pants,Clothing,20,Tennessee,M,Yellow,Summer,No,No,PayPal,2025-02-04 14:31:14,2025-02-04 14:31:14
Shirt,Clothing,93,Tennessee,L,Green,Summer,No,No,PayPal,2025-02-14 01:43:29,2025-02-14 01:43:29
Skirt,Clothing,90,Tennessee,L,Cyan,Spring,No,No,Credit Card,2025-03-09 03:56:45,2025-03-09 03:56:45
Scarf,Accessories,95,Tennessee,XL,Black,Fall,Yes,Yes,Debit Card,2025-04-02 18:27:47,2025-04-02 18:27:47
Jeans,Clothing,93,Tennessee,M,Violet,Spring,No,No,Bank Transfer,2025-03-29 02:10:39,2025-03-29 02:10:39
Sandals,Footwear,97,Tennessee,S,Olive,Winter,Yes,Yes,Bank Transfer,2025-01-30 20:25:00,2025-01-30 20:25:00
Handbag,Accessories,29,Tennessee,M,Blue,Fall,No,No,PayPal,2025-04-11 17:53:30,2025-04-11 17:53:30
Boots,Footwear,79,Tennessee,XL,Pink,Spring,No,No,Cash,2025-03-01 13:55:37,2025-03-01 13:55:37
Jacket,Outerwear,95,Tennessee,XL,Purple,Winter,No,No,Venmo,2025-04-01 12:41:00,2025-04-01 12:41:00
Belt,Accessories,87,Tennessee,L,Peach,Summer,No,No,Debit Card,2025-02-02 07:43:06,2025-02-02 07:43:06
Belt,Accessories,23,Tennessee,XL,White,Summer,No,No,Debit Card,2025-03-06 19:21:57,2025-03-06 19:21:57
Shorts,Clothing,98,Tennessee,M,Yellow,Summer,No,No,Credit Card,2025-02-01 03:30:58,2025-02-01 03:30:58
Gloves,Accessories,34,Tennessee,S,Cyan,Spring,No,No,PayPal,2025-04-13 19:40:01,2025-04-13 19:40:01
Coat,Outerwear,36,Tennessee,M,Silver,Winter,Yes,Yes,Cash,2025-02-16 04:50:21,2025-02-16 04:50:21
Jewelry,Accessories,68,Tennessee,M,Maroon,Spring,No,No,Credit Card,2025-04-01 01:31:34,2025-04-01 01:31:34
Sunglasses,Accessories,23,Tennessee,XL,White,Summer,No,No,Debit Card,2025-02-24 07:21:47,2025-02-24 07:21:47
Shoes,Footwear,49,Tennessee,S,Olive,Summer,No,No,Venmo,2025-02-11 13:24:00,2025-02-11 13:24:00
Scarf,Accessories,39,Tennessee,L,Violet,Fall,Yes,Yes,Credit Card,2025-04-24 01:41:05,2025-04-24 01:41:05
Scarf,Accessories,20,Tennessee,XL,Gold,Spring,No,No,Bank Transfer,2025-03-24 21:50:07,2025-03-24 21:50:07
Jacket,Outerwear,100,Tennessee,S,Yellow,Fall,No,No,Debit Card,2025-04-20 12:02:58,2025-04-20 12:02:58
T-shirt,Clothing,89,Tennessee,M,Orange,Fall,No,No,Bank Transfer,2025-02-26 23:07:31,2025-02-26 23:07:31
Hat,Accessories,74,Tennessee,S,Turquoise,Fall,Yes,Yes,Venmo,2025-04-15 00:47:30,2025-04-15 00:47:30
Gloves,Accessories,57,Tennessee,M,White,Fall,Yes,Yes,Bank Transfer,2025-04-25 02:16:09,2025-04-25 02:16:09
Pants,Clothing,69,Tennessee,S,Indigo,Fall,No,No,Bank Transfer,2025-03-06 22:22:44,2025-03-06 22:22:44
Pants,Clothing,52,Tennessee,L,Turquoise,Spring,No,No,Bank Transfer,2025-04-21 17:11:46,2025-04-21 17:11:46
Sunglasses,Accessories,82,Tennessee,M,Indigo,Summer,Yes,Yes,Cash,2025-03-01 12:37:38,2025-03-01 12:37:38
Hoodie,Clothing,73,Tennessee,S,Olive,Fall,No,No,Cash,2025-02-28 13:59:18,2025-02-28 13:59:18
Blouse,Clothing,22,Tennessee,S,Beige,Fall,Yes,Yes,Bank Transfer,2025-04-29 22:57:50,2025-04-29 22:57:50
Scarf,Accessories,45,Tennessee,M,Blue,Summer,No,No,Bank Transfer,2025-04-26 01:25:52,2025-04-26 01:25:52
Socks,Clothing,68,Tennessee,S,Teal,Winter,No,No,Bank Transfer,2025-02-19 22:45:51,2025-02-19 22:45:51
Handbag,Accessories,39,Tennessee,M,Charcoal,Spring,Yes,Yes,Venmo,2025-04-15 16:41:46,2025-04-15 16:41:46
Jacket,Outerwear,75,Tennessee,M,Teal,Fall,Yes,Yes,Venmo,2025-03-02 04:32:37,2025-03-02 04:32:37
Blouse,Clothing,98,Tennessee,L,Teal,Fall,No,No,Bank Transfer,2025-04-28 11:21:49,2025-04-28 11:21:49
Coat,Outerwear,23,Tennessee,S,Orange,Summer,Yes,Yes,Debit Card,2025-04-16 19:56:00,2025-04-16 19:56:00
Sneakers,Footwear,27,Tennessee,S,Black,Fall,No,No,Cash,2025-04-21 18:53:52,2025-04-21 18:53:52
Sweater,Clothing,24,Tennessee,L,Cyan,Summer,Yes,Yes,Credit Card,2025-03-22 23:44:17,2025-03-22 23:44:17
Gloves,Accessories,77,Tennessee,M,Pink,Winter,No,No,Bank Transfer,2025-02-25 20:14:59,2025-02-25 20:14:59
Belt,Accessories,32,Tennessee,S,Lavender,Spring,Yes,Yes,PayPal,2025-02-17 03:38:01,2025-02-17 03:38:01
Shorts,Clothing,94,Tennessee,L,Green,Fall,No,No,Venmo,2025-03-18 20:51:09,2025-03-18 20:51:09
Boots,Footwear,35,Tennessee,M,Teal,Summer,No,No,Debit Card,2025-03-31 18:58:46,2025-03-31 18:58:46
Jewelry,Accessories,30,Tennessee,XL,Violet,Spring,Yes,Yes,Venmo,2025-04-07 02:41:55,2025-04-07 02:41:55
Shirt,Clothing,45,Tennessee,S,Beige,Fall,No,No,Debit Card,2025-02-14 17:02:04,2025-02-14 17:02:04
Blouse,Clothing,60,Tennessee,M,Blue,Winter,No,No,Venmo,2025-03-19 14:09:33,2025-03-19 14:09:33
Dress,Clothing,78,Tennessee,M,Blue,Fall,No,No,Venmo,2025-03-10 14:44:17,2025-03-10 14:44:17
Hat,Accessories,24,Tennessee,L,Turquoise,Spring,Yes,Yes,Bank Transfer,2025-02-18 02:43:59,2025-02-18 02:43:59
Sweater,Clothing,67,Tennessee,L,Teal,Spring,No,No,Bank Transfer,2025-03-21 03:01:22,2025-03-21 03:01:22
Jewelry,Accessories,27,Tennessee,XL,Red,Fall,No,No,Bank Transfer,2025-02-24 04:52:29,2025-02-24 04:52:29
Belt,Accessories,46,Tennessee,M,Lavender,Winter,Yes,Yes,Bank Transfer,2025-03-19 12:21:35,2025-03-19 12:21:35
Gloves,Accessories,63,Tennessee,M,Indigo,Fall,Yes,Yes,PayPal,2025-02-17 09:12:47,2025-02-17 09:12:47
Jewelry,Accessories,48,Tennessee,L,Red,Fall,Yes,Yes,PayPal,2025-04-21 08:09:11,2025-04-21 08:09:11
Gloves,Accessories,62,Tennessee,L,Pink,Fall,No,No,Cash,2025-03-01 19:08:28,2025-03-01 19:08:28
Coat,Outerwear,27,Tennessee,L,White,Summer,Yes,Yes,Bank Transfer,2025-03-26 06:53:22,2025-03-26 06:53:22
Jewelry,Accessories,70,Tennessee,S,Gray,Fall,No,No,Cash,2025-02-10 08:25:49,2025-02-10 08:25:49
Dress,Clothing,95,Tennessee,M,Green,Spring,No,No,Credit Card,2025-03-28 01:23:03,2025-03-28 01:23:03
Scarf,Accessories,80,Tennessee,L,Teal,Summer,No,No,Cash,2025-02-23 20:30:44,2025-02-23 20:30:44
Belt,Accessories,29,Tennessee,M,Maroon,Fall,No,No,Cash,2025-04-26 10:19:44,2025-04-26 10:19:44
Shorts,Clothing,32,Tennessee,L,Teal,Spring,No,No,Bank Transfer,2025-03-06 20:09:22,2025-03-06 20:09:22
Shirt,Clothing,93,Tennessee,M,Indigo,Spring,No,No,Cash,2025-03-26 00:34:04,2025-03-26 00:34:04
Socks,Clothing,83,Tennessee,XL,Beige,Summer,Yes,Yes,PayPal,2025-02-18 19:07:05,2025-02-18 19:07:05
Socks,Clothing,23,Tennessee,L,Silver,Fall,No,No,Bank Transfer,2025-04-17 21:06:15,2025-04-17 21:06:15
Belt,Accessories,94,Tennessee,M,Pink,Spring,Yes,Yes,Bank Transfer,2025-04-12 17:43:55,2025-04-12 17:43:55
Shorts,Clothing,66,Tennessee,M,Green,Winter,No,No,Credit Card,2025-02-21 11:30:13,2025-02-21 11:30:13
Sneakers,Footwear,61,Tennessee,L,Gold,Winter,Yes,Yes,Venmo,2025-04-22 08:07:51,2025-04-22 08:07:51
T-shirt,Clothing,53,Tennessee,S,Red,Fall,Yes,Yes,Debit Card,2025-02-02 23:52:18,2025-02-02 23:52:18
Blouse,Clothing,63,Tennessee,S,Lavender,Winter,No,No,PayPal,2025-04-08 01:58:57,2025-04-08 01:58:57
Blouse,Clothing,58,Tennessee,L,Orange,Summer,No,No,Credit Card,2025-03-12 13:42:57,2025-03-12 13:42:57
Hat,Accessories,81,Tennessee,M,Beige,Summer,Yes,Yes,Cash,2025-04-15 12:56:02,2025-04-15 12:56:02
Belt,Accessories,65,Tennessee,M,Teal,Fall,No,No,Credit Card,2025-03-13 06:09:41,2025-03-13 06:09:41
Hat,Accessories,46,Tennessee,M,Yellow,Summer,Yes,Yes,Credit Card,2025-02-05 06:46:08,2025-02-05 06:46:08
Shirt,Clothing,82,Tennessee,M,Olive,Summer,Yes,Yes,Credit Card,2025-02-19 18:17:20,2025-02-19 18:17:20
Shoes,Footwear,94,Tennessee,L,Gold,Fall,No,No,PayPal,2025-04-29 20:01:56,2025-04-29 20:01:56
Coat,Outerwear,32,Tennessee,S,Peach,Spring,Yes,Yes,Cash,2025-03-01 10:39:59,2025-03-01 10:39:59
Shoes,Footwear,23,Tennessee,L,Olive,Summer,No,No,Bank Transfer,2025-02-13 19:16:34,2025-02-13 19:16:34
Dress,Clothing,88,Tennessee,M,Olive,Fall,No,No,PayPal,2025-04-12 20:57:57,2025-04-12 20:57:57
Sneakers,Footwear,72,Tennessee,M,Silver,Summer,Yes,Yes,Venmo,2025-02-03 10:28:58,2025-02-03 10:28:58
Boots,Footwear,35,Tennessee,L,Gray,Summer,No,No,Bank Transfer,2025-02-05 08:33:13,2025-02-05 08:33:13
Shirt,Clothing,65,Tennessee,L,Peach,Spring,No,No,Cash,2025-02-26 03:31:12,2025-02-26 03:31:12
Blouse,Clothing,84,Tennessee,M,Purple,Spring,No,No,Bank Transfer,2025-02-03 15:30:57,2025-02-03 15:30:57
Scarf,Accessories,99,Tennessee,S,Green,Winter,Yes,Yes,PayPal,2025-04-29 22:55:15,2025-04-29 22:55:15
Belt,Accessories,55,Tennessee,M,Gold,Winter,No,No,Venmo,2025-04-02 13:19:28,2025-04-02 13:19:28
Shirt,Clothing,40,Tennessee,M,Brown,Summer,Yes,Yes,Debit Card,2025-03-18 02:57:51,2025-03-18 02:57:51
Blouse,Clothing,96,Tennessee,M,Magenta,Fall,No,No,Credit Card,2025-04-12 19:31:53,2025-04-12 19:31:53
Hoodie,Clothing,68,Tennessee,XL,Maroon,Winter,No,No,Bank Transfer,2025-03-30 23:29:10,2025-03-30 23:29:10
Shirt,Clothing,65,Tennessee,L,Maroon,Spring,No,No,Cash,2025-02-14 23:15:22,2025-02-14 23:15:22
Gloves,Accessories,35,Tennessee,M,Silver,Spring,No,No,Credit Card,2025-02-19 03:21:59,2025-02-19 03:21:59
Dress,Clothing,21,Tennessee,M,White,Fall,Yes,Yes,Credit Card,2025-04-18 10:31:45,2025-04-18 10:31:45
Handbag,Accessories,53,Tennessee,M,Red,Summer,Yes,Yes,PayPal,2025-03-01 16:40:36,2025-03-01 16:40:36
Scarf,Accessories,77,Tennessee,S,Gold,Spring,Yes,Yes,Venmo,2025-03-11 15:37:57,2025-03-11 15:37:57
Shorts,Clothing,87,Tennessee,S,Cyan,Fall,No,No,Credit Card,2025-03-06 13:38:21,2025-03-06 13:38:21
Shorts,Clothing,71,Tennessee,M,Green,Summer,Yes,Yes,PayPal,2025-02-04 01:30:34,2025-02-04 01:30:34
Handbag,Accessories,56,Tennessee,M,Olive,Spring,No,No,Venmo,2025-04-03 18:21:06,2025-04-03 18:21:06
Hoodie,Clothing,32,Tennessee,L,Violet,Summer,Yes,Yes,Bank Transfer,2025-03-19 23:11:49,2025-03-19 23:11:49
Handbag,Accessories,82,Tennessee,M,Orange,Summer,Yes,Yes,Credit Card,2025-04-01 04:57:49,2025-04-01 04:57:49
Backpack,Accessories,72,Tennessee,L,Gold,Spring,No,No,Cash,2025-02-24 09:52:43,2025-02-24 09:52:43
Coat,Outerwear,33,Tennessee,S,Silver,Spring,Yes,Yes,Cash,2025-03-07 23:42:15,2025-03-07 23:42:15
Belt,Accessories,99,Tennessee,S,Orange,Summer,Yes,Yes,Cash,2025-02-16 17:06:28,2025-02-16 17:06:28
Socks,Clothing,96,Tennessee,XL,Violet,Fall,No,No,Cash,2025-03-09 03:16:19,2025-03-09 03:16:19
Dress,Clothing,41,Tennessee,M,Purple,Fall,No,No,Bank Transfer,2025-03-30 04:03:54,2025-03-30 04:03:54
Sneakers,Footwear,32,Tennessee,L,Black,Winter,No,No,Venmo,2025-04-25 08:45:39,2025-04-25 08:45:39
Coat,Outerwear,26,Tennessee,L,Lavender,Spring,No,No,Venmo,2025-03-31 01:34:52,2025-03-31 01:34:52
Socks,Clothing,37,Tennessee,M,Pink,Winter,No,No,Cash,2025-03-18 14:59:49,2025-03-18 14:59:49
Jacket,Outerwear,93,Tennessee,L,Gray,Summer,No,No,Cash,2025-03-08 20:06:50,2025-03-08 20:06:50
Belt,Accessories,91,Tennessee,S,Red,Winter,No,No,Venmo,2025-02-08 21:03:32,2025-02-08 21:03:32
Pants,Clothing,41,Tennessee,M,Teal,Winter,Yes,Yes,Venmo,2025-03-14 07:10:50,2025-03-14 07:10:50
Gloves,Accessories,23,Tennessee,S,Indigo,Fall,No,No,Cash,2025-02-13 08:03:20,2025-02-13 08:03:20
Boots,Footwear,90,Tennessee,M,White,Summer,Yes,Yes,Venmo,2025-03-23 18:07:09,2025-03-23 18:07:09
T-shirt,Clothing,50,Tennessee,M,Orange,Spring,No,No,Credit Card,2025-04-06 01:46:50,2025-04-06 01:46:50
Shoes,Footwear,52,Tennessee,XL,Violet,Winter,No,No,Credit Card,2025-04-25 12:39:40,2025-04-25 12:39:40
Hoodie,Clothing,32,Tennessee,M,Silver,Fall,No,No,Cash,2025-02-26 02:04:57,2025-02-26 02:04:57
Shoes,Footwear,49,Tennessee,XL,Brown,Summer,No,No,Bank Transfer,2025-03-07 02:05:46,2025-03-07 02:05:46
Sunglasses,Accessories,47,Tennessee,L,Turquoise,Fall,Yes,Yes,Debit Card,2025-02-15 20:10:13,2025-02-15 20:10:13
T-shirt,Clothing,34,Tennessee,S,Beige,Spring,No,No,Debit Card,2025-04-19 08:39:02,2025-04-19 08:39:02
Jacket,Outerwear,70,Tennessee,M,Magenta,Fall,Yes,Yes,Venmo,2025-04-14 12:21:35,2025-04-14 12:21:35
Jacket,Outerwear,61,Tennessee,S,Olive,Spring,No,No,Debit Card,2025-04-10 02:18:56,2025-04-10 02:18:56
Sandals,Footwear,64,Tennessee,S,Yellow,Summer,Yes,Yes,Cash,2025-02-04 12:51:59,2025-02-04 12:51:59
Dress,Clothing,24,Tennessee,L,Olive,Spring,Yes,Yes,Credit Card,2025-03-21 11:08:04,2025-03-21 11:08:04
Boots,Footwear,98,Tennessee,M,Magenta,Summer,No,No,Bank Transfer,2025-02-20 12:34:17,2025-02-20 12:34:17
Jacket,Outerwear,23,Tennessee,L,Blue,Winter,No,No,Bank Transfer,2025-02-10 03:34:39,2025-02-10 03:34:39
Jacket,Outerwear,81,Tennessee,M,Maroon,Spring,No,No,Venmo,2025-04-10 16:40:47,2025-04-10 16:40:47
Scarf,Accessories,26,Tennessee,L,Teal,Spring,Yes,Yes,Bank Transfer,2025-02-18 09:58:53,2025-02-18 09:58:53
Skirt,Clothing,100,Tennessee,M,Black,Summer,No,No,Venmo,2025-03-16 10:25:46,2025-03-16 10:25:46
Coat,Outerwear,40,Tennessee,L,White,Summer,No,No,Bank Transfer,2025-03-18 17:01:09,2025-03-18 17:01:09
Shorts,Clothing,52,Tennessee,S,Gold,Spring,Yes,Yes,Debit Card,2025-02-18 13:39:11,2025-02-18 13:39:11
Coat,Outerwear,82,Tennessee,M,Violet,Fall,Yes,Yes,Cash,2025-03-15 15:58:08,2025-03-15 15:58:08
Shorts,Clothing,42,Tennessee,M,Olive,Spring,No,No,Cash,2025-02-04 03:12:55,2025-02-04 03:12:55
